timestamp_in_ms,label
828627.3015873015,SL
830322.358276644,FH
831878.0952380953,BH
833259.6825396826,BH
834409.0702947845,FH
872338.866213152,S
887722.0861678004,S
888604.4444444444,BH
889719.0022675737,FH
890961.2698412699,FH
892354.4671201814,SL
894281.723356009,FH
895616.8707482993,BH
896893.9682539683,FH
898124.6258503402,FH
899308.843537415,FH
900585.9410430839,BH
901944.3083900227,BH
903256.2358276645,BH
904695.873015873,BH
905845.260770975,BH
907273.2879818594,FH
908550.3854875284,FH
909757.8231292517,FH
910883.9909297052,BH
911905.6689342404,BH
914076.7346938776,BH
914959.0929705215,L
964440.8163265305,S
965137.4149659864,BH
966588.6621315193,DS
968585.5782312925,FH
969421.4965986394,V
972904.4897959183,L
1024220.589569161,S
1058110.113378685,S
1058876.3718820862,FH
1059932.879818594,L
1084325.4421768705,S
1084963.9909297053,BH
1107092.6077097505,S
1107731.156462585,BH
1109333.3333333333,FH
1110865.850340136,BH
1112003.6281179138,SL
1113512.925170068,DS
1115219.5918367347,FH
1144395.4648526078,S
1145126.8934240362,FH
1146624.5804988663,FH
1147855.238095238,BH
1149051.0657596372,FH
1150235.283446712,FH
1151547.2108843536,BH
1152870.7482993198,BH
1153996.9160997733,FH
1184031.927437642,S
1195003.3560090703,S
1195734.784580499,BH
1197278.9115646258,BH
1198405.0793650795,BH
1225015.1473922902,S
1225653.6961451247,BH
1264976.6893424038,S
1278258.5034013605,S
1279106.0317460317,BH
1280406.349206349,FH
1281544.1269841269,FH
1282612.2448979593,FH
1284353.7414965986,FH
1285468.299319728,BH
1286861.4965986393,BH
1288126.9841269841,BH
1289438.9115646258,FH
1290483.8095238095,BH
1319381.0430839004,S
1331722.448979592,S
1332569.977324263,BH
1333789.0249433105,BH
1374783.8548752833,S
1375561.723356009,FH
1397307.2108843536,S
1397934.1496598641,BH
1399304.1269841269,FH
1400534.7845804987,FH
1425635.5555555555,S
1426390.2040816327,FH
1427168.0725623583,L
1429919.6371882085,BH
1461545.215419501,S
1462230.2040816327,BH
1464099.410430839,FH
1465585.4875283446,SL
1466943.8548752835,FH
1468441.5419501134,DS
1498557.8231292518,S
1499277.641723356,L
1500717.2789115645,FH
1536058.0498866213,S
1536708.20861678,SL
1538171.0657596372,FH
1564583.7641723356,S
1565233.9229024944,BH
1586178.3219954649,S
1597579.3197278911,S
1598438.4580498866,BH
1599471.746031746,L
1624328.7074829931,S
1636089.6145124715,S
1663930.3401360544,S
1664592.1088435375,L
1666658.684807256,BH
1667854.5124716554,SL
1669433.4693877553,BH
1670919.5464852608,BH
1672835.192743764,BH
1673926.530612245,L
1676155.6462585034,SM
1704739.4104308388,S
1705482.448979592,FH
1706446.0770975056,BH
1707897.3242630386,SL
1709220.8616780045,FH
1757204.8979591837,S
1757913.1065759636,BH
1759387.573696145,BH
1760699.501133787,BH
1762092.6984126985,FH
1763276.9160997733,FH
1764437.9138321995,FH
1765540.8616780045,FH
1767282.3582766438,BH
1768571.0657596372,BH
1800324.3537414966,S
1800986.1224489796,FH
1815428.9342403628,S
1816137.142857143,L
1818877.0975056689,BH
1818877.0975056689,FH
1843873.3786848073,S
1844546.7573696147,SL
1868033.7414965986,S
1868672.2902494331,BH
1870495.0566893425,FH
1871470.2947845806,L
1873095.6916099773,SM
1891497.5056689342,S
1892252.1541950114,FH
1893947.2108843538,FH
1894817.9591836736,BH
1920998.4580498866,S
1921637.0068027212,SL
1923599.0929705214,DS
1925561.179138322,SL
1927058.866213152,BH
1928022.4943310656,FH
1929763.990929705,L
1957778.866213152,S
1958417.4149659863,SL
1960425.9410430838,FH
1961250.2494331065,BH
1962295.1473922904,FH
1963572.244897959,BH
1990739.5918367347,S
1991436.1904761903,SL
2016954.9206349207,S
2017570.2494331065,BH
2078232.3809523808,S
2105202.3582766443,S
2135620.498866213,S
2150852.7891156464,S
2151677.0975056686,BH
2153093.5147392293,BH
2154277.732426304,BH
2155345.8503401363,FH
2156855.14739229,FH
2157841.9954648525,BH
2159130.7029478457,FH
2192126.2585034017,S
2192834.4671201813,SL
2194378.594104308,SL
2195818.231292517,BH
2196723.8095238092,V
2233225.578231293,S
2252892.879818594,S
2253612.6984126987,FH
2254634.3764172336,FH
2256062.403628118,FH
2257014.4217687077,L
2259475.7369614514,L
2261344.9433106575,BH
2262471.111111111,SL
2264642.1768707484,FH
2299518.548752834,S
2318767.8911564625,FH
2359263.492063492,S
2359971.700680272,L
2375668.390022676,S
2376597.188208617,BH
2377746.575963719,BH
2379000.453514739,BH
2380254.3310657595,BH
2381508.20861678,BH
2382959.455782313,FH
2384166.893424036,FH
2385455.600907029,L
2390018.3219954646,FH
2426032.4716553288,S
2444666.485260771,S
2445432.7437641723,FH
2447348.3900226755,FH
2501392.8344671205,S
2502054.603174603,L
2533656.9614512473,S
2534376.7800453515,FH
2535502.947845805,BH
2537012.2448979593,FH
2538324.172335601,FH
2539427.120181406,FH
2540564.897959184,BH
2541969.7052154196,SL
2543560.2721088436,SL
2584775.6916099773,S
2585437.4603174604,FH
2587086.0770975053,FH
2588072.925170068,FH
2589350.022675737,FH
2631738.0498866215,S
2643464.126984127,S
2644218.775510204,BH
2675809.523809524,S
2676448.0725623583,BH
2687361.4512471654,S
2688267.0294784578,BH
2689799.5464852606,BH
2690914.10430839,FH
2692376.961451247,SL
2693549.569160998,FH
2694060.4081632653,V
2725732.426303855,S
2726382.5850340137,FH
2727717.732426304,FH
2728751.0204081633,FH
2729981.6780045354,BH
2731456.145124716,BH
2732570.7029478457,FH
2733847.8004535143,FH
2734950.7482993198,FH
2736053.6961451247,BH
2737609.433106576,BH
2738851.700680272,BH
2740093.9682539683,FH
2741347.8458049884,FH
2742462.403628118,SL
2744052.970521542,BH
2745620.3174603176,BH
2746676.825396825,L
2749567.7097505666,FH
2788333.424036281,S
2789041.6326530613,BH
2789889.160997732,V
2791456.507936508,FH
2829061.224489796,S
2841367.8004535143,S
2842110.839002268,L
2872645.0793650793,S
2873330.068027211,FH
2874630.385487528,FH
2876035.1927437643,BH
2877637.369614512,FH
2879413.6961451247,FH
2880597.9138321998,BH
2881967.8911564625,BH
2883140.498866213,FH
2914568.707482993,S
2915300.136054422,BH
2916670.1133786845,DS
2918725.0793650793,SL
2920037.006802721,L
2951662.5850340137,S
2963748.5714285714,S
2964805.0793650798,BH
2966140.2267573695,BH
2967440.544217687,BH
2968775.6916099773,FH
2969948.299319728,FH
2971213.786848073,FH
2972398.0045351475,BH
2973651.882086168,BH
2974940.589569161,FH
2976264.126984127,FH
2977343.8548752833,SL
2979027.301587302,BH
2980257.9591836734,FH
2981535.0566893425,FH
3028601.904761905,S
3029379.7732426305,FH
3031086.439909297,FH
3032293.8775510206,SL
3034232.7437641723,DS
3065614.5124716554,S
3078989.206349206,S
3079709.024943311,FH
3081067.3922902495,BH
3082425.759637188,BH
3084283.3560090703,DS
3086338.321995465,DS
3087836.009070295,SL
3133927.619047619,S
3134659.0476190476,SL
3146605.7142857146,S
3147511.292517007,BH
3148683.9002267574,BH
3149647.5283446712,V
3182585.034013605,S
3183293.2426303853,BH
3213444.353741497,S
3214245.4421768705,BH
3232101.587301587,S
3232774.9659863943,BH
3233959.1836734693,SL
3250561.451247166,S
3251385.759637188,FH
3252442.267573696,FH
3288363.5374149657,S
3289048.5260770973,BH
3290441.723356009,BH
3291649.1609977325,BH
3292961.088435374,BH
3294296.2358276644,SL
3295944.85260771,BH
3297163.9002267574,BH
3298255.238095238,BH
3299648.4353741496,FH
3301343.492063492,BH
3302748.299319728,BH
3304327.2562358277,BH
3305557.9138321998,SL
3307252.9705215422,FH
3308564.897959184,BH
3309911.655328798,BH
3311235.192743764,BH
3312512.2902494334,BH
3313870.657596372,BH
3315194.1950113378,BH
3316390.022675737,BH
3317667.120181406,BH
3318909.387755102,FH
3320383.8548752833,FH
3322287.8911564625,BH
3323646.2585034017,SL
3325608.344671202,BH
3326780.9523809524,BH
3328127.7097505666,BH
3375252.6077097505,S
3375995.646258503,BH
3377377.2335600904,BH
3378828.4807256237,DS
3380883.446712018,DS
3418790.022675737,S
3419486.621315193,SL
3456313.4693877553,S
3475609.2517006807,S
3476410.3401360544,BH
3477571.337868481,FH
3478976.145124716,BH
3480160.3628117912,SL
3481867.0294784578,FH
3483132.5170068024,BH
3484316.7346938774,BH
3485559.002267574,SL
3487288.888888889,FH
3488403.446712018,FH
3517498.049886621,S
3518136.5986394556,BH
3543620.498866213,S
3544363.5374149657,FH
3545605.804988662,FH
3546801.632653061,FH
3570857.5056689344,S
3571530.8843537415,FH
3572796.371882086,FH
3573922.5396825396,SL
3575710.476190476,FH
3576859.863945578,FH
3578183.4013605444,BH
3579390.8390022675,BH
3604979.2290249434,S
3605594.5578231295,BH
3606720.725623583,DS
3630300.5895691607,S
3630962.358276644,BH
3632436.8253968256,FH
3633841.6326530613,FH
3635165.1700680275,SL
3636953.106575964,BH
3638323.0839002267,SL
3639774.3310657595,FH
3640842.448979592,L
3643477.9138321998,SM
3644557.641723356,L
3680444.0816326533,S
3681152.290249433,FH
3682603.537414966,FH
3683764.5351473927,BH
3684983.58276644,V
3716493.06122449,S
3717166.439909297,FH
3718397.097505669,BH
3719952.8344671205,FH
3743137.9591836734,S
3743730.068027211,BH
3755003.3560090703,S
3755607.0748299323,BH
3786280.634920635,S
3787000.453514739,FH
3788335.6009070296,BH
3789473.3786848076,FH
3827716.6439909297,S
3828413.2426303853,BH
3829829.6598639456,BH
3831327.3469387754,BH
3832488.344671202,FH
3833788.662131519,FH
3835100.589569161,SL
3837004.6258503404,FH
3838246.8934240364,BH
3839674.9206349202,FH
3840986.8480725624,FH
3842205.89569161,FH
3843668.752834467,SL
3845398.6394557822,FH
3846536.4172335602,FH
3847813.514739229,DS
3849914.9206349207,FH
3851470.657596372,BH
3893568.43537415,S
3894241.814058957,BH
3915267.482993197,S
3916103.401360544,BH
3917148.299319728,BH
3918344.126984127,FH
3919435.464852608,FH
3920445.5328798187,FH
3921827.120181406,BH
3923150.6575963716,BH
3924311.655328798,BH
3925519.092970521,BH
3979517.097505669,S
3997199.0929705217,S
3997953.7414965983,FH
4026247.2562358277,S
4027013.514739229,L
4029312.2902494334,FH
4063329.523809524,S
4080210.430839002,S
4081139.2290249434,BH
4109177.324263039,S
4109850.702947846,BH
4152505.759637188,S
4165044.5351473927,S
4165799.183673469,FH
4167331.7006802717,FH
4168341.7687074835,BH
4169189.297052154,V
4170942.403628118,L
4171801.5419501136,V
4201743.673469387,S
4202428.66213152,BH
4203670.929705216,FH
4205029.297052154,L
4208280.090702948,FH
4210021.587301588,BH
4211263.854875284,BH
4212982.131519274,DS
4215153.197278911,DS
4216499.954648526,L
4218229.841269841,V
4256612.426303854,S
4257367.074829932,FH
4269429.8412698405,S
4270207.709750568,BH
4271682.176870748,FH
4298756.643990929,S
4331276.19047619,S
4345428.752834467,S
4346218.231292517,L
4348528.616780045,FH
4376485.44217687,S
4377182.040816327,SL
4400912.83446712,S
4401667.482993197,SL
4403304.489795918,FH
4404360.997732426,FH
4405707.755102041,BH
4407089.342403629,SL
4408935.328798186,FH
4410200.816326531,BH
4411443.083900227,FH
4412534.421768707,FH
4413718.639455782,FH
4414809.977324263,FH
4416539.863945578,BH
4449094.240362812,S
4467554.10430839,S
4468506.12244898,BH
4469852.879818594,BH
4471106.757369614,BH
4472337.414965986,BH
4473591.292517007,FH
4474717.46031746,FH
4475982.947845805,FH
4477422.585034014,FH
4478722.902494331,DS
4512891.065759637,S
4530155.102040816,S
4531153.560090703,BH
4532442.267573696,BH
4533974.784580499,BH
4562105.759637188,S
4562790.748299319,L
4575840.362811791,S
4576664.671201814,BH
4613038.7301587295,S
4613688.888888889,BH
4615360.7256235825,FH
4640159.637188209,S
4651386.485260772,S
4652106.303854875,FH
4653162.811791384,FH
4654497.959183673,BH
4655891.156462585,BH
4657098.594104309,FH
4687679.2743764175,S
4688341.043083901,FH
4690372.789115646,SL
4692776.054421769,DS
4730578.14058957,S
4755609.25170068,S
4756340.680272109,FH
4757606.1678004535,BH
4759022.585034014,BH
4760137.142857143,FH
4761414.240362812,L
4806623.492063493,S
4807331.700680272,L
4821507.482993198,S
4822227.301587301,FH
4857451.972789115,S
4858090.521541949,L
4860261.587301588,FH
4890064.39909297,S
4890772.6077097505,FH
4892537.324263038,BH
4893547.3922902495,FH
4894511.020408163,V
4896264.126984127,BH
4933427.664399093,S
4934170.702947846,FH
4936829.3877551025,BH
4964971.972789116,S
4965656.961451247,FH
4967201.088435374,FH
4968338.866213152,FH
4969534.693877551,FH
4970718.911564626,FH
4971740.589569161,FH
4973203.446712018,BH
4974399.2743764175,BH
5007719.909297052,S
5008404.897959184,FH
5009914.195011338,BH
5011237.732426303,BH
5012630.929705216,FH
5013722.267573696,L
5069659.138321996,S
5070367.346938776,FH
5071690.884353741,FH
5072735.782312925,FH
5103850.52154195,S
5104489.070294784,BH
5105696.507936508,BH
5106915.555555555,FH
5108053.333333333,FH
5144264.85260771,S
5144961.451247165,FH
5146354.648526077,FH
5147550.476190476,BH
5149001.723356009,FH
5150348.480725624,BH
5151741.678004535,SL
5153181.315192743,SL
5154713.8321995465,SL
5156141.85941043,BH
5157535.0566893425,BH
5158649.614512472,BH
5160031.201814059,BH
5161261.85941043,DS
5202883.628117913,S
5203603.446712018,FH
5220333.424036281,S
5221262.222222223,BH
5222191.020408163,BH
5223502.9478458045,FH
5224629.115646259,BH
5225441.814058957,V
5226730.52154195,FH
5228692.6077097505,DS
5230085.804988662,SL
5232233.650793651,L
5282202.993197279,S
5293662.040816327,S
5294486.34920635,FH
5295751.8367346935,FH
5297168.253968255,FH
5298294.421768707,FH
5326587.936507937,S
5342400.7256235825,S
5343190.204081633,BH
5344304.761904762,BH
5345488.979591837,FH
5346708.027210884,BH
5347903.854875283,SL
5349575.691609977,BH
5350841.179138322,SL
5352420.136054422,FH
5353824.9433106575,BH
5355020.770975057,BH
5356367.528344671,FH
5357574.965986395,BH
5358794.013605442,BH
5360210.430839002,FH
5361812.6077097505,FH
5396085.260770975,S
5396863.1292517,FH
5424738.684807257,S
5425354.013605443,SL
5451917.641723355,S
5452602.630385488,L
5482835.011337868,S
5483520.0,DS
5485006.077097506,DS
5487200.362811792,V
5487200.362811792,FH
5522018.684807256,S
5551438.367346939,S
5552123.356009071,FH
5553458.5034013605,DS
5581206.349206349,S
5597518.367346939,S
5598296.235827665,FH
5624801.814058957,S
5625510.022675737,FH
5627123.80952381,FH
5628366.077097505,SL
5629945.034013606,FH
5631175.691609978,SL
5632917.188208616,BH
5634205.89569161,BH
5635691.972789115,FH
5669488.616780045,S
5670185.215419501,BH
5671531.972789115,BH
5697712.471655329,S
5698409.070294784,L
5736814.875283447,S
5748622.222222222,S
5749376.870748299,BH
5750735.238095238,BH
5752407.074829932,BH
5753765.442176871,BH
5795863.219954648,S
5796583.038548753,L
5825956.281179138,S
5826652.879818595,SL
5861587.301587301,S
5862225.850340136,BH
5885527.074829931,S
5923840.0,S
5924513.378684808,BH
5925999.455782313,DS
5987683.265306123,S
5988345.034013605,BH
5990214.240362812,FH
5991212.698412698,FH
5992141.4965986395,V
5993999.092970522,BH
6028236.916099773,S
6040415.782312925,S
6041216.8707483,BH
6042470.74829932,FH
6073945.396825396,S
6074583.9455782315,BH
6076046.802721088,FH
6077323.900226757,FH
6078786.757369615,BH
6080214.784580498,BH
6081596.371882086,FH
6082977.959183673,BH
6084359.54648526,BH
6085775.963718821,SL
6087285.260770975,FH
6088550.74829932,L
6090988.843537415,DS
6177192.925170068,S
6196628.027210885,S
6197254.965986394,FH
6198648.163265306,FH
6199913.650793651,BH
6200807.619047619,BH
6201759.637188208,V
6238702.585034014,S
6239387.573696146,BH
6241024.580498867,FH
6242313.287981859,FH
6243706.485260771,BH
6245076.462585034,BH
6246492.879818594,BH
6247711.927437642,BH
6248896.145124717,SL
6250626.031746032,FH
6251891.519274376,SL
6253493.696145125,FH
6255014.603174604,SL
6256140.770975056,V
6257568.798185941,BH
6258207.346938775,V
6259496.0544217685,BH
6300839.183673469,S
6301559.002267573,BH
6302998.639455783,BH
6304368.616780045,BH
6358923.900226758,S
6374272.290249433,S
6386172.517006803,S
6386973.605442177,BH
6388122.993197279,BH
6389539.410430839,BH
6424798.911564626,S
6425518.73015873,BH
6462995.736961451,S
6463750.3854875285,L
6465584.761904762,BH
6492415.419501134,S
6493065.578231293,BH
6494389.115646259,BH
6495840.362811791,FH
6497303.219954649,FH
6498510.657596372,BH
6499985.124716554,BH
6501215.782312926,FH
6502423.219954649,BH
6503537.777777778,FH
6505035.464852608,BH
6506161.632653061,BH
6507485.170068027,FH
6508669.3877551025,DS
6541664.9433106575,S
6566173.6054421775,S
6584250.340136055,S
6584877.2789115645,BH
6586421.405895691,FH
6587605.623582766,SL
6589579.319727891,FH
6590740.317460318,BH
6622377.505668934,S
6623143.764172336,FH
6624386.031746032,FH
6625686.34920635,BH
6627230.476190476,BH
6628379.863945578,FH
6629587.301587301,FH
6630736.689342403,FH
6631828.027210884,FH
6633128.344671201,FH
6634405.442176871,L
6670489.25170068,S
6685930.52154195,S
6686731.6099773245,BH
6715814.603174603,S
6716476.371882086,BH
6717881.179138322,FH
6719193.106575964,SL
6721027.482993197,BH
6722281.360544218,SL
6723871.927437642,SL
6725323.174603174,FH
6726472.562358276,BH
6727807.709750567,DS
6729653.696145125,BH
6730570.884353741,BH
6767165.532879819,S
6767920.181405896,L
6804654.149659864,S
6805350.74829932,FH
6827409.70521542,S
6828454.603174604,BH
6829696.870748299,BH
6830985.578231293,FH
6832425.215419501,BH
6852255.0566893425,S
6852951.655328798,FH
6853799.183673469,FH
6855285.260770975,FH
6856399.818594105,FH
6857862.675736961,BH
6859279.092970521,FH
6860358.820861679,FH
6861844.897959184,FH
6862738.866213151,FH
6863992.743764172,FH
6865455.60090703,BH
6866663.038548753,BH
6868207.16553288,BH
6869275.2834467115,FH
6870831.020408164,BH
6871968.798185941,BH
6873327.1655328795,L
6874975.782312925,BH
6904848.253968254,S
6905556.462585034,FH
6928044.988662132,S
6928729.977324263,BH
6954039.727891156,S
6954747.936507937,BH
6969248.798185941,S
6970084.716553288,BH
6971733.333333334,L
6973277.46031746,FH
7000247.437641723,S
7000851.156462586,BH
7012286.984126984,S
7013134.512471655,FH
7014411.6099773245,BH
7015711.927437642,BH
7016861.315192744,FH
7018022.31292517,L
7043076.643990929,S
7043726.802721089,FH
7072647.256235828,S
7073320.634920635,BH
7092140.408163265,S
7092883.446712018,BH
7094102.494331066,BH
7095623.401360544,FH
7096761.179138322,BH
7098363.35600907,FH
7099849.433106576,BH
7100824.671201815,FH
7102299.138321995,FH
7103413.696145125,FH
7104586.303854875,FH
7105735.691609977,FH
7107105.66893424,DS
7109485.714285715,FH
7110333.242630386,BH
7111308.480725624,SM
7147520.0,S
7148239.818594105,BH
7149830.3854875285,FH
7151153.922902495,BH
7152280.090702948,BH
7153545.578231293,SL
7155054.875283446,SL
7185670.3854875285,S
7199079.909297052,S
7199892.6077097505,BH
7201065.215419501,BH
7202226.213151927,BH
7203596.19047619,BH
7204641.088435374,SL
7206208.435374149,SL
7207624.852607709,BH
7210295.147392291,V
7210295.147392291,FH
7212559.092970521,BH
7251173.87755102,S
7251928.526077097,L
7279653.151927438,S
7280326.530612245,BH
7296975.238095238,S
7297660.22675737,BH
7310605.351473923,S
7311348.3900226755,FH
7333976.235827665,S
7334730.884353741,FH
7335810.612244898,FH
7337087.709750568,BH
7338271.927437642,FH
7339502.585034014,FH
7340663.58276644,FH
7341871.020408164,FH
7342962.358276645,FH
7344483.265306122,BH
7346201.541950113,L
7347792.108843538,BH
7373868.117913832,S
7374657.596371883,FH
7375957.9138322,SL
7400826.485260771,S
7401569.523809524,FH
7403636.099773243,BH
7404588.117913832,BH
7405482.086167801,V
7435029.47845805,S
7435818.956916099,BH
7446511.746031746,S
7447324.444444444,BH
7448473.8321995465,FH
7449855.419501134,BH
7451039.637188209,FH
7452351.56462585,FH
7453663.492063493,BH
7455103.129251701,BH
7456322.176870748,BH
7457750.204081632,FH
7458946.031746032,BH
7490850.249433107,S
7502529.886621315,S
7503412.244897959,BH
7504573.242630386,BH
7505920.0,BH
7507231.927437642,L
7509194.013605442,BH
7510482.721088435,BH
7511864.308390022,BH
7513106.575963719,L
7514871.292517006,FH
7545451.972789115,S
7546264.671201814,BH
7568695.14739229,S
7569403.35600907,FH
7600030.476190477,S
7616365.714285715,S
7628149.841269841,S
7629125.079365079,BH
7631005.89569161,SL
7662991.383219955,S
7663676.371882086,L
7700271.020408163,S
7712949.115646258,S
7713668.934240363,BH
7715027.301587301,BH
7716095.419501133,FH
7761513.65079365,S
7762268.299319727,L
7763429.297052153,V
7789296.326530612,S
7801858.321995465,S
7802520.090702947,FH
7825159.546485261,S
7826250.884353742,DS
7842562.902494331,S
7843514.920634921,BH
7844815.238095238,BH
7846045.89569161,SL
7869556.099773243,S
7888642.902494331,S
7889339.501133787,BH
7905361.26984127,S
7905361.26984127,BH
7928778.594104309,S
7929684.172335601,BH
7931390.839002268,FH
7932981.405895691,FH
7933492.24489796,V
7975206.893424036,S
7986340.861678004,S
7987153.560090703,BH
7988349.387755102,BH
7988987.936507937,V
8016120.453514739,S
8016817.0521541955,BH
8018105.759637188,SL
8045969.70521542,S
8058856.780045351,S
8059704.308390022,BH
8061027.845804988,FH
8086314.376417234,S
8097866.303854875,S
8098667.3922902495,BH
8099781.950113379,BH
8100942.947845805,BH
8102510.29478458,BH
8103659.682539683,FH
8105122.539682539,FH
8106248.707482994,FH
8107723.174603174,BH
8108860.952380952,FH
8110288.979591836,BH
8111333.87755102,BH
8113423.673469388,FH
8148241.995464853,S
8148996.643990929,FH
8150192.471655329,FH
8151504.39909297,BH
8152862.766439909,BH
8153884.444444445,BH
8155184.761904762,BH
8156508.299319727,BH
8157622.857142857,BH
8188830.476190477,S
8189503.854875283,BH
8191175.691609978,DS
8223846.1678004535,S
8239554.467120181,S
8240216.235827664,L
8242782.040816326,FH
8277983.492063492,S
8278668.480725625,L
8281048.526077098,FH
8282058.594104309,BH
8283498.231292517,BH
8284543.129251701,L
8310828.117913832,S
8323506.213151928,S
8324237.641723355,FH
8325665.66893424,FH
8326710.566893424,BH
8327964.444444444,BH
8329137.0521541955,BH
8330692.789115647,FH
8360182.131519274,S
8361041.26984127,BH
8377794.467120182,S
8378514.285714285,FH
8379965.532879818,FH
8381033.65079365,L
8382914.467120181,FH
8480960.725623583,S
8492013.424036281,S
8492710.022675738,FH
8522803.083900228,S
8523499.682539683,BH
8524881.269841269,FH
8526425.396825396,FH
8527865.034013605,BH
8529118.911564626,BH
8530604.988662131,BH
8531696.326530613,L
8562915.555555556,S
8563600.544217687,L
8566061.859410431,FH
8567071.927437643,FH
8567756.916099774,V
8569637.732426303,BH
8570415.60090703,V
8600543.492063493,S
8613233.197278911,S
8614092.335600907,BH
8615137.233560089,BH
8655284.535147391,S
8666592.653061224,S
8667289.25170068,FH
8668612.789115647,FH
8669634.467120182,FH
8670969.614512471,FH
8672153.832199547,L
8674104.308390021,FH
8675195.646258503,BH
8676472.743764171,BH
8677656.961451245,BH
8678876.009070294,FH
8679990.566893425,FH
8681465.034013605,FH
8682509.931972789,BH
8684065.66893424,FH
8719151.020408163,S
8719870.839002268,FH
8721600.725623583,FH
8722680.453514738,BH
8751415.14739229,S
8752111.746031746,BH
8753493.333333334,FH
8754491.79138322,FH
8755734.058956916,BH
8757150.476190476,SL
8784654.512471655,S
8785351.111111112,FH
8786570.158730159,FH
8787626.666666668,FH
8789228.843537416,FH
8790343.401360543,FH
8791841.088435374,BH
8793060.136054423,BH
8794290.793650795,BH
8795486.621315192,FH
8796636.009070294,FH
8797669.297052154,FH
8836620.770975055,S
8854894.875283448,S
8855707.573696146,BH
8857019.501133787,BH
8858412.698412698,SL
8859817.505668934,SL
8861315.192743765,FH
8862661.950113378,BH
8863834.557823129,FH
8865065.215419501,FH
8899906.757369613,S
8900591.746031746,L
8902019.77324263,V
8903354.92063492,L
8932960.36281179,S
8950143.129251702,S
8950804.897959184,FH
8952198.095238095,FH
8953335.873015873,BH
8955042.53968254,DS
8988409.614512471,S
8989117.823129252,L
9014369.523809524,S
9015066.122448979,BH
9016691.519274376,FH
9017782.857142856,FH
9019361.814058958,SL
9020836.281179138,BH
9022264.308390021,FH
9023634.285714285,FH
9025085.532879818,FH
9060681.723356009,S
9078143.129251702,S
9078793.28798186,FH
9080209.70521542,BH
9081591.292517006,BH
9128634.92063492,S
9156301.496598639,S
9157056.145124717,FH
9158356.462585034,FH
9159343.310657596,FH
9160840.997732427,BH
9162048.43537415,BH
9163499.682539683,FH
9164614.240362812,FH
9166042.267573696,FH
9167133.605442178,L
9198341.224489795,S
9199002.993197279,FH
9214989.931972789,S
9215721.360544218,FH
9216650.158730159,FH
9217811.156462586,FH
9219482.993197277,FH
9220632.38095238,L
9222327.437641723,FH
9223488.435374148,SL
9225473.741496598,FH
9226646.349206349,BH
9264843.174603175,S
9265586.213151928,FH
9267037.46031746,BH
9268140.408163264,L
9270787.482993197,SM
9271890.430839002,BH
9273237.188208617,FH
9274572.335600907,L
9276232.562358277,BH
9277358.73015873,BH
9278937.687074829,FH
9319862.857142858,S
9320536.235827666,FH
9321778.503401361,FH
9336418.684807256,S
9337022.403628118,L
9357038.004535146,S
9357711.383219954,FH
9359255.510204082,FH
9360195.918367347,FH
9361623.94557823,FH
9362970.702947846,FH
9364259.41043084,BH
9393586.213151928,S
9394306.031746032,BH
9413102.585034015,S
9413741.13378685,BH
9414716.371882087,FH
9435614.331065759,S
9436322.53968254,FH
9459588.934240362,S
9460239.092970522,L
